,lat,lon,temp
93,40.68035,-73.97162,75.0
94,40.70984,-73.95775,36.0
95,40.70093,-73.92609,61.0
96,40.79764,-73.96177,38.0
97,40.82803,-73.94731,36.0
98,40.74008,-74.00271,60.0
99,40.68413,-73.92357,41.0
100,40.82279,-73.95139,42.0
101,40.67967,-74.00154,49.0
102,40.83927,-73.94281,60.0
103,40.73096,-74.00319,78.0
104,40.71332,-73.94177,44.0
105,40.66941,-73.98109,75.0
106,40.68373,-73.92377,37.0
107,40.71459,-73.94844,45.0
108,40.8092,-73.94421,60.0
109,40.68157,-73.98989,43.0
110,40.75527,-73.99291,86.0
111,40.68698,-73.96572,57.0
112,40.7288,-73.98192,33.0
113,40.66853,-73.98912,78.0
114,40.7254,-73.98157,57.0
115,40.74294,-73.98009,38.0
116,40.71942,-73.95748,38.0
117,40.77823,-73.97637,31.0
118,40.72555,-73.97965,74.0
119,40.66831,-73.98604,31.0
120,40.82754,-73.94919,68.0
121,40.66499,-73.97925,44.0
122,40.77842,-73.97556,38.0
123,40.72245,-73.98527,56.0
124,40.65593,-73.96053,64.0
125,40.71923,-73.96468,65.0
126,40.778,-73.94822,75.0
127,40.85879,-73.93128,42.0
128,40.68332,-73.9547,76.0
129,40.81618,-73.94894,41.0
130,40.68414,-73.96351,35.0
131,40.72392,-73.99143,29.0
132,40.73494,-73.9503,82.0
133,40.71341,-73.98856,74.0
134,40.76754,-73.98399,51.0
135,40.73442,-74.00303,62.0
136,40.63188,-73.93248,55.0
137,40.6873,-73.9634,49.0
138,40.68296,-73.93662,47.0
139,40.6863,-73.96765,83.0
140,40.73409,-73.95348,48.0
141,40.71561,-73.94835,70.0
142,40.6857,-73.99183,59.0
143,40.74028,-73.83168,79.0
144,40.68281,-73.93524,52.0
145,40.71596,-73.93938,53.0
146,40.71492,-73.95935,52.0
147,40.72354,-73.98295,59.0
148,40.71165,-73.96087,51.0
149,40.69101,-73.97312,62.0
150,40.73474,-74.00101,35.0
151,40.67386,-73.96641,52.0
152,40.71536,-73.96057,61.0
153,40.6741,-73.96595,36.0
154,40.79295,-73.93997,77.0
155,40.73226,-74.00401,56.0
156,40.71363,-73.96398,46.0
157,40.77711,-73.9527,34.0
158,40.68559,-73.98094,41.0
159,40.77456,-73.95323,61.0
160,40.71088,-73.95055,75.0
161,40.74559,-73.92313,74.0
162,40.68306,-73.94659,55.0
163,40.70207,-73.98571,46.0
164,40.76123,-73.9642,46.0
165,40.66858,-73.99083,61.0
166,40.82704,-73.94907,41.0
167,40.68843,-73.96408,56.0
168,40.6783,-74.00135,79.0
169,40.64524,-74.08088,80.0
170,40.70641,-73.91765,46.0
171,40.83232,-73.93184,74.0
172,40.71045,-73.9677,42.0
173,40.72518,-73.98034,35.0
174,40.70666,-74.01374,47.0
175,40.69098,-73.97113,71.0
176,40.73756,-74.00405,72.0
177,40.81526,-73.94791,29.0
178,40.73423,-74.0046,43.0
179,40.82374,-73.9373,75.0
180,40.68863,-73.97691,25.0
181,40.70382,-73.89797,65.0
182,40.80549,-73.95924,61.0
183,40.71627,-73.9587,65.0
184,40.67994,-73.97863,42.0
185,40.67992,-73.9475,42.0
186,40.67868,-73.97307,72.0
187,40.76834,-73.95334,63.0
188,40.68237,-73.9415,63.0
189,40.74031,-73.99999,67.0
190,40.76307,-73.99665,82.0
191,40.71882,-73.98852,51.0
192,40.6693,-73.98804,83.0
193,40.77333,-73.95199,33.0
194,40.72319,-73.99201,40.0
195,40.74859,-73.99671,58.0
196,40.67252,-73.76597,54.0
197,40.76244,-73.99271,79.0
198,40.69546,-73.93503,59.0
199,40.71722,-73.87856,55.0
200,40.70234,-73.89816,75.0
201,40.71546,-73.87854,49.0
202,40.7195,-73.95976,73.0
203,40.76548,-73.98474,40.0
204,40.80234,-73.95603,44.0
205,40.6787,-73.97262,39.0
206,40.81035,-73.94598,63.0
207,40.83075,-73.93058,58.0
208,40.79958,-73.94275,62.0
209,40.71625,-73.93845,53.0
210,40.6829,-73.93549,55.0
211,40.72773,-73.99134,76.0
212,40.72861,-74.0049,80.0
213,40.70979,-73.95162,33.0
214,40.68656,-73.97525,43.0
215,40.72752,-73.98432,31.0
216,40.729,-73.95829,42.0
217,40.81219,-73.94499,59.0
218,40.77185,-73.90502,74.0
219,40.68926,-73.99386,73.0
220,40.72821,-73.98701,66.0
221,40.7672,-73.98508,79.0
222,40.73012,-73.99053,39.0
223,40.7403,-73.98498,73.0
224,40.80931,-73.94343,39.0
225,40.8251,-73.94287,44.0
226,40.6585,-73.98397,44.0
227,40.76193,-73.9501,77.0
228,40.72052,-73.98589,54.0
229,40.70411,-73.89934,48.0
230,40.73401,-73.95967,60.0
231,40.71756,-73.99503,68.0
232,40.7589,-73.96991,73.0
233,40.72003,-74.00262,82.0
234,40.73194,-73.99474,52.0
235,40.79163,-73.94573,38.0
236,40.8118,-73.94434,73.0
237,40.81583,-73.94707,80.0
238,40.72654,-73.98049,68.0
239,40.80021,-73.96071,72.0
240,40.80942,-73.93936,37.0
241,40.71961,-73.9954,54.0
242,40.74358,-74.00027,52.0
243,40.80335,-73.9575,76.0
244,40.71445,-73.9908,50.0
245,40.75749,-73.96897,61.0
246,40.64446,-73.9503,13.0
247,40.7268,-73.99079,55.0
248,40.688,-73.9171,51.0
249,40.63536,-74.08537,70.0
250,40.63627,-74.08543,34.0
251,40.63518,-74.08546,86.0
252,40.72477,-73.98161,42.0
253,40.74238,-73.99567,49.0
254,40.72945,-73.95511,80.0
255,40.70763,-73.95177,47.0
256,40.63481,-74.08519,72.0
257,40.75384,-73.91433,48.0
258,40.64106,-73.97426,34.0
259,40.66793,-73.98327,68.0
260,40.81309,-73.85514,42.0
261,40.88057,-73.83572,51.0
262,40.68236,-73.94314,68.0
263,40.72185,-73.98246,79.0
264,40.68503,-73.95385,52.0
265,40.86648,-73.9263,64.0
266,40.7069,-73.95467,66.0
267,40.72807,-73.98594,51.0
268,40.6778,-73.94339,79.0
269,40.68317,-73.94701,44.0
270,40.6761,-73.9529,72.0
271,40.67586,-73.95155,59.0
272,40.71702,-73.99811,58.0
273,40.72321,-73.98157,67.0
274,40.77956,-73.98098,33.0
275,40.68276,-73.95264,61.0
276,40.71368,-73.9626,36.0
277,40.72956,-73.98158,61.0
278,40.71069,-73.95175,82.0
279,40.70863,-73.94641,40.0
280,40.82888,-73.94307,82.0
281,40.67319,-73.97323,45.0
282,40.67846,-73.99443,72.0
283,40.6715,-73.94808,31.0
284,40.72681,-73.98534,37.0
285,40.71904,-73.99392,74.0
286,40.71031,-73.9583,40.0
287,40.81322,-73.95306,43.0
288,40.67732,-73.98225,80.0
289,40.68076,-73.9896,65.0
290,40.79603,-73.94903,56.0
291,40.71492,-73.96282,47.0
292,40.80393,-73.95838,70.0
293,40.80082,-73.9652,58.0
294,40.82976,-73.94867,66.0
295,40.683,-73.91981,70.0
296,40.78971,-73.9729,74.0
297,40.67817,-73.99495,14.0
298,40.73119,-73.95578,82.0
299,40.71943,-73.99627,63.0
300,40.78,-73.98249,48.0
301,40.70514,-73.91922,75.0
302,40.86713,-73.92811,47.0
303,40.73198,-73.98881,69.0
304,40.72542,-73.97986,75.0
305,40.83494,-73.93869,79.0
306,40.71659,-73.98945,85.0
307,40.72966,-74.00243,46.0
308,40.72898,-73.95552,36.0
309,40.87207,-73.90193,43.0
310,40.77728,-73.97818,21.0
311,40.72646,-73.95341,36.0
312,40.71015,-73.96101,53.0
313,40.71903,-73.9597,72.0
314,40.80892,-73.93985,67.0
315,40.80276,-73.9567,71.0
316,40.77635,-73.93426,65.0
317,40.72488,-73.95018,90.0
318,40.71398,-73.95763,43.0
319,40.71876,-73.98394,35.0
320,40.66552,-73.99019,60.0
321,40.73749,-73.95292,63.0
322,40.76248,-73.9913,60.0
323,40.68674,-73.98876,33.0
324,40.6848,-73.96219,33.0
325,40.70516,-73.95455,47.0
326,40.72329,-73.98486,40.0
327,40.73776,-73.95327,50.0
328,40.73738,-73.95482,26.0
329,40.67542,-73.98142,53.0
330,40.73842,-73.95312,72.0
331,40.6926,-73.99832,36.0
332,40.69441,-73.99771,44.0
333,40.72399,-73.98374,52.0
334,40.6824,-73.94615,75.0
335,40.68949,-73.91708,86.0
336,40.68819,-73.97258,60.0
337,40.7205,-73.96015,65.0
338,40.72451,-73.98094,58.0
339,40.73813,-73.95394,35.0
340,40.67591,-73.94715,71.0
341,40.72843,-73.98895,52.0
342,40.71271,-73.99776,51.0
343,40.66966,-73.94735,53.0
344,40.71965,-73.98766,54.0
345,40.68613,-73.96536,26.0
346,40.68048,-73.94911,56.0
347,40.68314,-73.93963,13.0
348,40.75961,-73.91117,67.0
349,40.67473,-73.94494,82.0
350,40.69305,-73.93185,79.0
351,40.67174,-73.95663,39.0
352,40.71055,-73.95098,71.0
353,40.69465,-73.95458,48.0
354,40.68413,-73.96542,44.0
355,40.73877,-73.97707,76.0
356,40.74893,-73.99544,76.0
357,40.79406,-73.94102,59.0
358,40.68795,-73.97332,41.0
359,40.85295,-73.93361,79.0
360,40.72413,-73.76133,57.0
361,40.66918,-73.99187,33.0
362,40.71125,-73.95613,68.0
363,40.78558,-73.9696,76.0
364,40.71577,-73.96053,47.0
365,40.73861,-73.95485,68.0
366,40.72577,-73.98745,34.0
367,40.58615,-73.81245,74.0
368,40.67086,-73.94872,28.0
369,40.82773,-73.95231,48.0
370,40.68505,-73.95684,76.0
371,40.72911,-73.95493,52.0
372,40.77944,-73.98567,65.0
373,40.74503,-73.98876,68.0
374,40.67539,-73.96093,55.0
375,40.8054,-73.95189,73.0
376,40.78491,-73.9508,35.0
377,40.69088,-73.97307,35.0
378,40.67555,-73.95057,59.0
379,40.75835,-73.99193,21.0
380,40.66527,-73.9886,39.0
381,40.71895,-73.99434,37.0
382,40.75579,-73.96699,44.0
383,40.82399,-73.95328,47.0
384,40.81822,-73.94095,49.0
385,40.76434,-73.92132,41.0
386,40.67705,-73.94925,70.0
387,40.69263,-73.99438,43.0
388,40.68448,-73.92747,49.0
389,40.74412,-74.00208,71.0
390,40.73067,-73.98702,78.0
391,40.70665,-73.94061,79.0
392,40.72063,-73.95952,32.0
393,40.67644,-73.98082,59.0
394,40.80481,-73.94794,38.0
395,40.72533,-73.99143,75.0
396,40.68569,-73.93038,59.0
397,40.64302,-73.97255,74.0
398,40.72939,-73.98857,49.0
399,40.79918,-73.96607,74.0
400,40.66862,-73.9926,47.0
401,40.81333,-73.94453,58.0
402,40.72473,-73.95199,70.0
403,40.70925,-73.85262,33.0
404,40.73215,-74.00922,64.0
405,40.71109,-73.94332,40.0
406,40.7463,-73.97926,70.0
407,40.71823,-73.95849,68.0
408,40.651,-73.94886,48.0
409,40.68626,-73.97598,80.0
410,40.74488,-74.001,62.0
411,40.67632,-73.97616,30.0
412,40.72212,-73.94254,74.0
413,40.67456,-73.95151,51.0
414,40.71363,-73.96019,62.0
415,40.6755,-73.95878,40.0
416,40.72274,-73.97581,61.0
417,40.6858,-73.9828,32.0
418,40.67535,-73.97654,76.0
419,40.72255,-73.99346,69.0
420,40.72094,-73.99706,36.0
421,40.72485,-73.97813,81.0
422,40.80473,-73.9532,35.0
423,40.72217,-73.98419,86.0
424,40.71943,-73.9565,70.0
425,40.74249,-74.00329,68.0
426,40.79264,-73.97294,52.0
427,40.65749,-73.97675,32.0
428,40.80474,-73.94688,80.0
429,40.72831,-74.00177,68.0
430,40.71541,-73.94144,74.0
431,40.79765,-73.96245,51.0
432,40.78508,-73.95332,51.0
433,40.89747,-73.8639,19.0
434,40.72008,-73.98404,46.0
435,40.75725,-73.91098,42.0
436,40.7102,-73.94495,52.0
437,40.67359,-73.97904,65.0
438,40.72674,-73.9782,28.0
439,40.81156,-73.94571,23.0
440,40.80497,-73.95016,50.0
441,40.7385,-73.91806,74.0
442,40.72937,-73.95671,45.0
443,40.72587,-73.98438,50.0
444,40.82426,-73.9463,38.0
445,40.71624,-73.96272,24.0
446,40.68101,-73.94081,50.0
447,40.68669,-73.91989,34.0
448,40.71534,-73.95914,73.0
449,40.68288,-73.96024,71.0
450,40.72489,-73.95494,53.0
451,40.70867,-73.94284,29.0
452,40.67963,-73.93908,76.0
453,40.6798,-73.93908,45.0
454,40.74346,-73.99882,38.0
455,40.77724,-73.98109,54.0
456,40.72972,-73.97995,70.0
457,40.74102,-73.91681,36.0
458,40.71309,-73.94128,75.0
459,40.83096,-73.94633,63.0
460,40.71323,-73.95745,53.0
461,40.67212,-73.9506,60.0
462,40.71023,-73.96665,30.0
463,40.80523,-73.95139,59.0
464,40.72636,-73.98917,62.0
465,40.72185,-73.93956,52.0
466,40.72351,-73.99683,48.0
467,40.6809,-73.99233,53.0
468,40.80525,-73.95916,79.0
469,40.74,-73.91901,67.0
470,40.80006,-73.96049,70.0
471,40.70283,-73.92131,44.0
472,40.84468,-73.94303,24.0
473,40.68252,-73.99619,54.0
474,40.74342,-73.99483,43.0
475,40.67853,-73.98089,69.0
476,40.6788,-73.97643,66.0
477,40.77886,-73.98042,34.0
478,40.72578,-73.97879,50.0
479,40.66085,-73.98537,34.0
480,40.80113,-73.94503,53.0
481,40.78569,-73.97581,25.0
482,40.82411,-73.94934,62.0
483,40.68131,-73.95332,65.0
484,40.85811,-73.90675,58.0
485,40.70667,-73.96524,69.0
486,40.60452,-73.97103,30.0
487,40.7932,-73.94007,76.0
488,40.68768,-73.97611,85.0
489,40.80224,-73.94558,69.0
490,40.71473,-73.98842,57.0
491,40.80518,-73.95359,62.0
492,40.80827,-73.95329,27.0
493,40.72901,-73.95812,37.0
494,40.73476,-73.98452,75.0
495,40.69055,-73.92357,51.0
496,40.7735,-73.98697,48.0
497,40.67505,-73.95969,60.0
498,40.72974,-73.98201,31.0
499,40.70925,-73.95425,58.0
500,40.72315,-73.95226,30.0
501,40.73939,-73.99612,48.0
502,40.74112,-73.97686,67.0
503,40.72019,-73.98217,80.0
504,40.72133,-73.99666,37.0
505,40.75744,-73.92163,78.0
506,40.75695,-73.9202,75.0
507,40.8296,-73.94651,57.0
508,40.79056,-73.9468,32.0
509,40.73631,-73.99977,35.0
510,40.86466,-73.85709,75.0
511,40.71312,-73.96199,62.0
512,40.71297,-73.94336,74.0
513,40.73712,-74.00166,71.0
514,40.69242,-73.95097,31.0
515,40.73862,-73.99758,21.0
516,40.7158,-73.95803,79.0
517,40.68262,-73.97299,61.0
518,40.73217,-73.98801,30.0
519,40.76311,-73.99388,54.0
520,40.74695,-74.00454,70.0
521,40.67497,-73.87305,62.0
522,40.66788,-73.94813,78.0
523,40.76684,-73.95944,62.0
524,40.68967,-73.95445,72.0
525,40.67946,-73.96501,85.0
526,40.66944,-73.98083,59.0
527,40.72566,-73.97748,56.0
528,40.7709,-73.99181,75.0
529,40.71943,-73.95958,57.0
530,40.74249,-73.92466,48.0
531,40.74033,-74.00024,48.0
532,40.7969,-73.96128,72.0
533,40.83403,-73.94553,59.0
534,40.65513,-73.95641,48.0
535,40.65589,-73.95539,60.0
536,40.70275,-73.94501,28.0
537,40.68897,-73.93569,48.0
538,40.67617,-73.98136,42.0
539,40.67595,-73.98053,65.0
540,40.76415,-73.99067,81.0
541,40.83127,-73.94718,73.0
542,40.68497,-73.95592,85.0
543,40.82922,-73.94174,79.0
544,40.71137,-73.94362,61.0
545,40.76739,-73.9557,54.0
546,40.73089,-73.98195,72.0
547,40.6755,-73.97859,44.0
548,40.68812,-73.94934,47.0
549,40.7694,-73.9572,56.0
550,40.68634,-73.96161,73.0
551,40.7093,-73.9497,57.0
552,40.713,-73.99752,43.0
553,40.75895,-73.9883,78.0
554,40.68186,-73.94113,59.0
555,40.68364,-73.91076,80.0
556,40.71893,-73.9428,58.0
557,40.82802,-73.92039,62.0
558,40.68765,-73.97073,64.0
559,40.71413,-73.96596,78.0
560,40.58422,-73.94079,70.0
561,40.71973,-73.95582,60.0
562,40.69025,-73.93323,44.0
563,40.73826,-73.92458,50.0
564,40.73049,-73.96115,50.0
565,40.72956,-73.97903,64.0
566,40.73854,-74.00821,79.0
567,40.75877,-73.98863,45.0
568,40.67688,-73.9859,52.0
569,40.70051,-73.92204,72.0
570,40.71712,-73.98898,48.0
571,40.60742,-74.14388,80.0
572,40.68741,-73.95741,78.0
573,40.75627,-73.9211,50.0
574,40.79816,-73.9619,75.0
575,40.61927,-74.0307,75.0
576,40.8078,-73.95208,79.0
577,40.61922,-73.99399,73.0
578,40.68275,-73.96148,25.0
579,40.71813,-73.98416,50.0
580,40.71892,-73.98401,40.0
581,40.816,-73.95545,59.0
582,40.82748,-73.95153,65.0
583,40.68634,-73.95088,51.0
584,40.72229,-73.97901,73.0
585,40.72956,-73.99287,46.0
586,40.72595,-73.95298,29.0
587,40.71193,-74.00817,78.0
588,40.68012,-73.97847,73.0
589,40.74233,-73.99865,50.0
590,40.67424,-73.96665,60.0
591,40.80486,-73.95298,39.0
592,40.80307,-73.95048,44.0
593,40.68653,-73.98562,49.0
594,40.74267,-73.98569,72.0
595,40.68749,-73.95494,59.0
596,40.68645,-73.97538,41.0
597,40.68999,-73.96711,60.0
598,40.61077,-74.06824,78.0
599,40.71126,-73.94576,35.0
600,40.67855,-73.94949,55.0
601,40.72416,-73.9853,83.0
602,40.68516,-73.92521,33.0
603,40.73507,-74.00048,75.0
604,40.71611,-73.99828,27.0
605,40.67964,-73.93946,39.0
606,40.76189,-73.99,75.0
607,40.72645,-73.98035,65.0
608,40.66293,-73.99833,44.0
609,40.69046,-73.95167,39.0
610,40.83001,-73.92158,45.0
611,40.79239,-73.94535,32.0
612,40.72709,-73.98274,42.0
613,40.72599,-74.00168,72.0
614,40.68309,-73.94219,27.0
615,40.79442,-73.93433,61.0
616,40.76166,-73.99675,80.0
617,40.70163,-73.90867,57.0
618,40.75575,-73.96842,62.0
619,40.80903,-73.94197,72.0
620,40.74581,-73.95295,72.0
621,40.66414,-73.98574,45.0
622,40.74,-74.00381,37.0
623,40.75348,-73.97065,51.0
624,40.72066,-73.98506,63.0
625,40.71746,-73.95497,60.0
626,40.70257,-73.9847,34.0
627,40.72264,-73.9837,54.0
628,40.73833,-73.98186,24.0
629,40.73268,-73.99255,74.0
630,40.71892,-73.99628,68.0
631,40.77679,-73.91687,66.0
632,40.71693,-73.98948,49.0
633,40.73685,-73.98359,39.0
634,40.68501,-73.97019,64.0
635,40.66068,-73.96003,30.0
636,40.67722,-73.96542,39.0
637,40.68975,-73.96703,83.0
638,40.69221,-73.95866,37.0
639,40.72969,-74.00635,85.0
640,40.6893,-73.96602,29.0
641,40.70832,-73.94157,57.0
642,40.68016,-73.94878,39.0
643,40.70875,-73.95508,61.0
644,40.85888,-73.92886,36.0
645,40.8679,-73.90023,29.0
646,40.6889,-73.95383,39.0
647,40.75127,-73.99637,68.0
648,40.67607,-73.94421,50.0
649,40.73834,-73.9823,64.0
650,40.7347,-73.88066,63.0
651,40.71876,-73.98851,74.0
652,40.73787,-73.95385,75.0
653,40.73066,-74.00287,79.0
654,40.73291,-74.00059,29.0
655,40.85099,-73.92822,75.0
656,40.68707,-73.91918,50.0
657,40.7184,-73.96019,39.0
658,40.67495,-73.95563,30.0
659,40.71582,-73.99902,63.0
660,40.81068,-73.94288,34.0
661,40.81122,-73.94279,41.0
662,40.73129,-73.99944,44.0
663,40.71628,-73.95737,55.0
664,40.78558,-73.9726,49.0
665,40.7146,-73.991,60.0
666,40.79493,-73.94462,36.0
667,40.6623,-73.99049,64.0
668,40.73693,-73.95284,78.0
669,40.73641,-73.9533,22.0
670,40.73794,-73.95254,52.0
671,40.58147,-73.96726,67.0
672,40.79771,-73.96323,16.0
673,40.81512,-73.94692,78.0
674,40.7373,-73.95323,70.0
675,40.73708,-73.95271,21.0
676,40.73652,-73.95236,39.0
677,40.73693,-73.95316,76.0
678,40.73784,-73.95324,75.0
679,40.73674,-73.95247,66.0
680,40.73783,-73.95259,43.0
681,40.73714,-73.95296,25.0
682,40.73731,-73.9545,49.0
683,40.74965,-73.89344,43.0
684,40.73793,-73.95316,83.0
685,40.68197,-73.96549,50.0
686,40.70271,-73.91566,50.0
687,40.7116,-73.9529,51.0
688,40.69241,-73.94885,26.0
689,40.72004,-73.99424,61.0
690,40.74511,-73.92398,55.0
691,40.74599,-74.00253,61.0
692,40.68946,-73.99385,58.0
693,40.68226,-73.95473,71.0
694,40.67855,-73.8896,57.0
695,40.71408,-73.9489,35.0
696,40.68618,-73.96144,79.0
697,40.67379,-73.98454,37.0
698,40.70554,-73.76637,55.0
699,40.74031,-74.00532,27.0
700,40.74618,-74.00392,64.0
701,40.81872,-73.94567,70.0
702,40.59251,-74.06479,81.0
703,40.59101,-74.06685,78.0
704,40.59262,-74.06659,81.0
705,40.69142,-73.97203,84.0
706,40.76928,-73.95021,32.0
707,40.68338,-73.95289,44.0
708,40.72953,-74.00462,74.0
709,40.70523,-74.01345,27.0
710,40.74025,-74.00161,57.0
711,40.73378,-74.00429,26.0
712,40.72087,-73.99022,46.0
713,40.64468,-73.94219,48.0
714,40.7193,-73.98966,63.0
715,40.73312,-74.0042,33.0
716,40.69778,-73.97676,46.0
717,40.72534,-73.98591,32.0
718,40.82151,-73.94516,64.0
719,40.72059,-73.9567,78.0
720,40.74558,-73.92324,58.0
721,40.79433,-73.9765,29.0
722,40.81055,-73.95549,59.0
723,40.6711,-73.95231,37.0
724,40.67962,-73.88928,85.0
725,40.76217,-73.98411,38.0
726,40.76128,-73.96463,46.0
727,40.72313,-73.99438,50.0
728,40.7177,-73.95576,75.0
729,40.78448,-73.97289,42.0
730,40.78304,-73.97447,60.0
731,40.68737,-73.97125,65.0
732,40.74139,-74.0005,80.0
733,40.71992,-73.98773,74.0
734,40.71905,-73.99677,79.0
735,40.70741,-74.00102,76.0
736,40.73349,-73.86009,63.0
737,40.89557,-73.8447,59.0
738,40.64277,-73.97296,41.0
739,40.79111,-73.94466,42.0
740,40.79951,-73.95257,83.0
741,40.71647,-73.93974,80.0
742,40.75114,-74.00195,35.0
743,40.66431,-73.93216,56.0
744,40.74579,-73.95012,57.0
745,40.70278,-73.92673,42.0
746,40.74409,-73.91122,71.0
747,40.68812,-73.93254,
748,40.72454,-73.99151,33.0
749,40.71073,-73.96207,40.0
750,40.71028,-73.96128,53.0
751,40.65772,-73.96131,34.0
752,40.68884,-73.95059,46.0
753,40.6865,-73.95372,39.0
754,40.75282,-73.97315,76.0
755,40.76373,-73.96897,79.0
756,40.73388,-73.99452,67.0
757,40.85774,-73.92901,70.0
758,40.72257,-73.98465,62.0
759,40.72723,-73.95728,85.0
760,40.69135,-73.97321,66.0
761,40.70513,-73.95505,74.0
762,40.73301,-74.00268,63.0
763,40.79793,-73.93612,46.0
764,40.80285,-73.95166,38.0
765,40.70642,-73.91665,54.0
766,40.68156,-73.96537,62.0
767,40.77368,-73.95198,43.0
768,40.68631,-73.93702,48.0
769,40.65992,-73.99042,58.0
770,40.67847,-73.97038,71.0
771,40.81371,-73.95585,69.0
772,40.72868,-73.95835,74.0
773,40.73168,-73.98662,76.0
774,40.65689,-73.9533,48.0
775,40.7928,-73.93967,55.0
776,40.77117,-73.91905,54.0
777,40.73729,-74.00807,47.0
778,40.66984,-73.95141,43.0
779,40.82977,-73.94071,39.0
780,40.68492,-73.95489,67.0
781,40.68255,-73.91957,73.0
782,40.67392,-73.94662,60.0
783,40.73879,-74.00425,81.0
784,40.73321,-73.95587,61.0
785,40.80671,-73.95082,69.0
786,40.6433,-73.97386,73.0
787,40.71601,-73.99123,59.0
788,40.68106,-73.9292,32.0
789,40.68131,-73.98879,46.0
790,40.67264,-73.98136,60.0
791,40.67889,-73.86404,37.0
792,40.7241,-73.97899,30.0
793,40.70766,-73.95191,54.0
794,40.71422,-73.9484,67.0
795,40.76001,-73.99133,83.0
796,40.66441,-73.97974,83.0
797,40.73362,-74.00923,51.0
798,40.73119,-73.98819,73.0
799,40.74494,-73.9998,80.0
800,40.69657,-73.9129,78.0
801,40.67106,-73.95463,29.0
802,40.80748,-73.95589,75.0
803,40.68991,-73.93179,25.0
804,40.76147,-73.99152,75.0
805,40.68174,-73.91921,27.0
806,40.68538,-74.00056,62.0
807,40.70839,-73.94289,39.0
808,40.69018,-73.98107,24.0
809,40.68128,-73.99522,62.0
810,40.72948,-73.98694,48.0
811,40.68353,-73.9914,45.0
812,40.72506,-73.98865,48.0
813,40.72891,-74.00293,47.0
814,40.7253,-73.99916,69.0
815,40.75295,-73.93228,59.0
816,40.71947,-73.95252,68.0
817,40.71283,-73.99703,62.0
818,40.77338,-73.98887,34.0
819,40.67385,-73.94405,39.0
820,40.76856,-73.91828,71.0
821,40.73908,-74.00378,24.0
822,40.7625,-73.9869,70.0
